sAddress,rAddress,sMACs,rMACs,sIPs,rIPs,protocol,startDate,endDate,start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg
13.227.219.57,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,13.227.219.57,192.168.2.183,IPV4-TCP,2024-10-25 23:36:54.009866,2024-10-25 23:36:54.108789,1729892214.009866,1729892214.108789,11.514321,11.613244,0.098924,3,4,2875,510,1147,178,852,40,958.333,127.5,232501.794,41243.796,2755,350,1107,138,812,0,918.333,87.5,0.020186424255371094,0.0329743226369222,248.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,153.0,515.25,0.0,0.0,0.015,0.05,0.006,0.001,0.00989,0.023084
129.125.2.112,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,129.125.2.112,192.168.2.183,IPV4-TCP,2024-10-25 23:36:54.063568,2024-10-25 23:36:54.536862,1729892214.063568,1729892214.536862,11.568023,12.041317,0.473295,10,13,6527,10553,1500,1500,40,40,652.7,811.769,110324.479,178375.092,6119,10021,1460,1460,0,0,611.9,770.846,0.05139986673990885,0.03850424289703369,248.0,128.0,1.0,0.923,0.0,0.0,0.0,0.0,0.3,0.308,0.1,0.077,0.0,0.0,7385.5,64240.0,0.0,0.0,0.019,0.293,0.011,0.0,0.013203,0.0681
192.168.2.183,2.16.106.140,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,2.16.106.140,IPV4-UDP,2024-10-25 23:36:54.076433,2024-10-25 23:36:54.567780,1729892214.076433,1729892214.56778,11.580888,12.072235,0.491348,52,62,26266,31220,1278,1278,59,49,505.115,503.548,427656.097,508315.821,23562,27996,1226,1226,7,-3,453.115,451.548,0.009538510266472311,0.00790811366722232,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
13.74.129.1,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,13.74.129.1,192.168.2.183,IPV4-TCP,2024-10-25 23:36:54.094101,2024-10-25 23:36:54.094101,1729892214.094101,1729892214.094101,11.598556,11.598556,1e-06,1,0,40,0,40,,40,,40.0,,320000000.0,0.0,0,0,0,,0,,0.0,,,,111.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2052.0,,0.0,,,,,,,
192.168.2.183,2.16.106.140,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,2.16.106.140,IPV4-TCP,2024-10-25 23:36:54.096398,2024-10-25 23:36:54.579131,1729892214.096398,1729892214.579131,11.600853,12.083586,0.482734,14,9,4894,1486,1424,327,40,40,349.571,165.111,81104.746,24626.41,4310,1102,1384,287,0,0,307.857,122.444,0.037133290217472956,0.052489012479782104,128.0,57.0,0.857,1.0,0.0,0.0,0.0,0.0,0.286,0.444,0.143,0.222,0.0,0.0,9616.286,14665.222,0.0,0.0,0.264,0.012,0.0,0.008,0.099082,0.009695
192.168.2.183,34.149.211.227,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,34.149.211.227,IPV4-TCP,2024-10-25 23:36:54.103709,2024-10-25 23:36:54.581778,1729892214.103709,1729892214.581778,11.608164,12.086233,0.47807,27,17,25969,2839,1452,467,40,40,961.815,167.0,434563.915,47507.681,24889,2135,1412,427,0,0,921.815,125.588,0.017864383183992825,0.02948226034641266,128.0,82.588,1.0,1.0,0.0,0.0,0.0,0.0,0.37,0.294,0.0,0.0,0.0,0.0,510.481,790.824,0.0,0.0,0.356,0.017,0.045,0.005,0.13691,0.009276
192.168.2.183,52.168.117.171,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,52.168.117.171,IPV4-TCP,2024-10-25 23:36:54.121171,2024-10-25 23:36:54.317234,1729892214.121171,1729892214.317234,11.625626,11.821689,0.196064,2,7,80,1060,40,642,40,40,40.0,151.429,3264.24,43251.174,0,780,0,602,0,0,0.0,111.429,0.12995314598083496,0.025789658228556316,128.0,113.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0,513.5,16383.286,0.0,0.0,0.05,0.089,0.041,0.089,0.045545,0.088628
192.168.2.183,54.194.210.74,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,54.194.210.74,IPV4-TCP,2024-10-25 23:36:54.156926,2024-10-25 23:36:54.472459,1729892214.156926,1729892214.472459,11.661381,11.976914,0.315534,8,54,1073,70539,354,1500,40,40,134.125,1306.278,27204.661,1788433.93,753,68379,314,1460,0,0,94.125,1266.278,0.04507616588047573,0.005505134474556401,128.0,247.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.167,0.0,0.0,0.0,0.0,513.0,425.0,0.0,0.0,0.097,0.078,0.0,0.017,0.019676,0.034385
34:5d:9e:4a:f7:c7,ff:ff:ff:ff:ff:ff,34:5d:9e:4a:f7:c7,ff:ff:ff:ff:ff:ff,,,ARP,2024-10-25 23:36:54.275765,2024-10-25 23:36:54.275765,1729892214.275765,1729892214.275765,11.78022,11.78022,1e-06,1,0,52,0,52,,52,,52.0,,416000000.0,0.0,48,0,48,,48,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:36:54.283547,2024-10-25 23:36:54.770761,1729892214.283547,1729892214.770761,11.788002,12.275216,0.487215,96,107,20954,12345,1502,1474,74,74,218.271,115.374,344061.594,202703.082,20570,11917,1498,1470,70,70,214.271,111.374,0.005128569351999383,0.003942424396298967,,,,,,,,,,,,,,,,,,,,,,,,
192.168.2.183,204.79.197.203,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,204.79.197.203,IPV4-TCP,2024-10-25 23:36:54.326701,2024-10-25 23:36:54.787483,1729892214.326701,1729892214.787483,11.831156,12.291938,0.460783,37,37,42537,18412,1480,1500,40,40,1149.649,497.622,738516.747,319664.536,41057,16932,1440,1460,0,0,1109.649,457.622,0.012769970628950331,0.011586639616224501,128.0,121.0,1.0,1.0,0.0,0.0,0.0,0.0,0.216,0.243,0.0,0.0,0.0,0.0,516.838,16381.568,0.0,0.0,0.282,0.022,0.0,0.0,0.063077,0.008487
192.168.2.183,204.79.197.219,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,204.79.197.219,IPV4-TCP,2024-10-25 23:36:54.460634,2024-10-25 23:36:54.543541,1729892214.460634,1729892214.543541,11.965089,12.047996,0.082908,4,7,566,4996,372,1500,40,40,141.5,713.714,54614.779,482076.743,406,4716,332,1460,0,0,101.5,673.714,0.027635653813680012,0.012715657552083334,128.0,121.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.429,0.0,0.0,0.0,0.0,516.5,16382.0,0.0,0.0,0.067,0.009,0.0,0.006,0.022339,0.007197
129.125.2.112,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,129.125.2.112,192.168.2.183,IPV4-TCP,2024-10-25 23:36:54.573645,2024-10-25 23:36:54.573902,1729892214.573645,1729892214.573902,12.0781,12.078357,0.000258,7,1,9426,40,1500,40,452,40,1346.571,40.0,292532133.088,1241383.972,9146,0,1460,0,412,0,1306.571,0.0,0.0,,248.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,14401.0,64240.0,0.0,0.0,,0.0,,0.0,,0.000257
192.168.2.183,34.149.211.227,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,34.149.211.227,IPV4-TCP,2024-10-25 23:36:54.625443,2024-10-25 23:36:54.625443,1729892214.625443,1729892214.625443,12.129898,12.129898,1e-06,1,0,40,0,40,,40,,40.0,,320000000.0,0.0,0,0,0,,0,,0.0,,,,128.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,509.0,,0.0,,,,,,,
33:33:00:00:00:01,34:5d:9e:4a:f7:c7,33:33:00:00:00:01,34:5d:9e:4a:f7:c7,,,IPV6,2024-10-25 23:36:54.680570,2024-10-25 23:36:54.680570,1729892214.68057,1729892214.68057,12.185025,12.185025,1e-06,0,1,0,222,,222,,222,,222.0,0.0,1776000000.0,0,218,,218,,218,,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:36:54.787364,2024-10-25 23:36:55.280542,1729892214.787364,1729892215.280542,12.291819,12.784997,0.493179,153,207,16200,16968,283,117,74,74,105.882,81.971,262784.97,275242.924,15588,16140,279,113,70,70,101.882,77.971,0.0031709278884686923,0.0023940674309591643,,,,,,,,,,,,,,,,,,,,,,,,
148.251.232.222,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,148.251.232.222,192.168.2.183,IPV4-TCP,2024-10-25 23:36:55.066670,2024-10-25 23:36:55.398523,1729892215.06667,1729892215.398523,12.571125,12.902978,0.331854,7,7,3555,2746,1500,1500,40,40,507.857,392.286,85700.299,66197.756,3263,2454,1460,1460,0,0,466.143,350.571,0.05146467685699463,0.05530885855356852,58.0,128.0,1.0,0.857,0.0,0.0,0.0,0.0,0.429,0.286,0.143,0.143,0.0,0.0,6119.571,9616.571,0.0,0.0,0.027,0.228,0.021,0.0,0.023031,0.081223
178.94.134.69,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,178.94.134.69,192.168.2.183,IPV4-UDP,2024-10-25 23:36:55.175590,2024-10-25 23:36:55.238508,1729892215.17559,1729892215.238508,12.680045,12.742963,0.062919,1,1,327,131,327,131,327,131,327.0,131.0,41577.301,16656.35,275,79,275,79,275,79,275.0,79.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
192.168.2.183,192.168.2.25,98:2c:bc:16:7e:16,de:0d:62:55:c1:6d,192.168.2.183,192.168.2.25,IPV4-TCP,2024-10-25 23:36:55.282707,2024-10-25 23:36:55.485529,1729892215.282707,1729892215.485529,12.787162,12.989984,0.202823,2,1,190,150,150,150,40,150,95.0,150.0,7494.22,5916.49,110,110,110,110,0,110,55.0,110.0,0.20282196998596191,,128.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,512.5,1207.0,0.0,0.0,0.182,0.02,0.182,0.02,0.182418,0.020404
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:36:55.289929,2024-10-25 23:36:55.734841,1729892215.289929,1729892215.734841,12.794384,13.239296,0.444913,143,171,35263,24552,1502,1434,74,74,246.594,143.579,634065.258,441470.386,34691,23868,1498,1430,70,70,242.594,139.579,0.00307688746653812,0.0026171305600334615,,,,,,,,,,,,,,,,,,,,,,,,
129.125.2.148,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,129.125.2.148,192.168.2.183,IPV4-TCP,2024-10-25 23:36:55.292569,2024-10-25 23:36:55.713869,1729892215.292569,1729892215.713869,12.797024,13.218324,0.421301,14,18,7268,13185,1500,1500,40,40,519.143,732.5,138010.534,250367.212,6700,12453,1460,1460,0,0,478.571,691.833,0.031515855055588946,0.02425364887013155,248.0,128.0,1.0,0.944,0.0,0.0,0.071,0.056,0.286,0.222,0.071,0.056,0.0,0.0,9458.857,64175.444,0.0,0.0,0.016,0.108,0.0,0.0,0.009109,0.030813
34:5d:9e:4a:f7:c7,ff:ff:ff:ff:ff:ff,34:5d:9e:4a:f7:c7,ff:ff:ff:ff:ff:ff,,,ARP,2024-10-25 23:36:55.294641,2024-10-25 23:36:55.294641,1729892215.294641,1729892215.294641,12.799096,12.799096,1e-06,1,0,52,0,52,,52,,52.0,,416000000.0,0.0,48,0,48,,48,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.2.183,23.106.61.147,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,23.106.61.147,IPV4-TCP,2024-10-25 23:36:55.300105,2024-10-25 23:36:55.782523,1729892215.300105,1729892215.782523,12.80456,13.286978,0.482419,29,160,9797,224377,1500,1500,40,40,337.828,1402.356,162464.64,3720866.431,8625,217965,1460,1460,0,0,297.414,1362.281,0.017229207924434116,0.002938604954653566,128.0,51.0,0.966,1.0,0.0,0.0,0.0,0.0,0.207,0.306,0.034,0.006,0.0,0.0,2669.138,347.094,0.0,0.0,0.121,0.022,0.0,0.0,0.019872,0.010136
192.168.2.183,52.168.117.171,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,52.168.117.171,IPV4-TCP,2024-10-25 23:36:55.301177,2024-10-25 23:36:55.479446,1729892215.301177,1729892215.479446,12.805632,12.983901,0.17827,49,10,63453,1279,1480,396,40,40,1294.959,127.9,2847502.428,57396.114,61493,879,1440,356,0,0,1254.959,87.9,0.003713935613632202,0.010138882531060113,128.0,113.0,1.0,1.0,0.0,0.0,0.0,0.0,0.163,0.4,0.0,0.0,0.0,0.0,513.143,16385.0,0.0,0.0,0.0,0.085,0.0,0.002,0.000118,0.053051
192.168.2.183,51.124.65.62,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,51.124.65.62,IPV4-TCP,2024-10-25 23:36:55.313636,2024-10-25 23:36:55.795570,1729892215.313636,1729892215.79557,12.818091,13.300025,0.481935,54,58,21603,26240,1500,1500,40,40,400.056,452.414,358604.501,435577.564,19395,23872,1460,1460,0,0,359.167,411.586,0.00909309117299206,0.00827212082712274,128.0,49.845,0.926,1.0,0.0,0.0,0.056,0.034,0.333,0.672,0.074,0.069,0.037,0.0,5214.093,4895.448,0.0,0.0,0.215,0.031,0.0,0.0,0.04447,0.01215
192.168.2.183,2.16.106.140,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,2.16.106.140,IPV4-UDP,2024-10-25 23:36:55.340634,2024-10-25 23:36:55.422159,1729892215.340634,1729892215.422159,12.845089,12.926614,0.081526,7,10,640,1351,168,285,59,50,91.429,135.1,62802.167,132571.45,276,831,116,233,7,-2,39.429,83.1,0.01231833299001058,0.00816745228237576,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
13.74.129.1,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,13.74.129.1,192.168.2.183,IPV4-TCP,2024-10-25 23:36:55.382607,2024-10-25 23:36:55.485950,1729892215.382607,1729892215.48595,12.887062,12.990405,0.103344,3,5,427,5330,347,1480,40,40,142.333,1066.0,33054.649,412602.53,307,5130,307,1440,0,0,102.333,1026.0,0.0004620552062988281,0.025835752487182617,111.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.333,0.2,0.0,0.0,0.0,0.0,2053.0,513.8,0.0,0.0,0.024,0.079,0.023,0.079,0.023381,0.079346
192.168.2.183,54.194.210.74,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,54.194.210.74,IPV4-TCP,2024-10-25 23:36:55.409339,2024-10-25 23:36:55.606315,1729892215.409339,1729892215.606315,12.913794,13.11077,0.196977,6,6,2737,2730,1500,1469,40,40,456.167,455.0,111160.216,110875.919,2497,2490,1460,1429,0,0,416.167,415.0,0.03939518928527832,0.03447942733764649,128.0,247.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.667,0.0,0.0,0.0,0.0,511.0,425.0,0.0,0.0,0.095,0.06,0.0,0.024,0.031612,0.037714
108.128.104.19,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,108.128.104.19,192.168.2.183,IPV4-TCP,2024-10-25 23:36:55.602842,2024-10-25 23:36:56.102380,1729892215.602842,1729892216.10238,13.107297,13.606835,0.499539,15,12,9671,3826,1500,1500,40,40,644.733,318.833,154878.815,61272.5,9059,3334,1460,1460,0,0,603.933,277.833,0.033972859382629395,0.045412540435791016,247.0,128.0,1.0,0.917,0.0,0.0,0.0,0.0,0.4,0.5,0.067,0.083,0.0,0.0,1964.533,5823.0,0.0,0.0,0.067,0.223,0.006,0.0,0.029397,0.039304
192.168.2.183,37.252.172.123,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,37.252.172.123,IPV4-TCP,2024-10-25 23:36:55.603829,2024-10-25 23:36:56.020637,1729892215.603829,1729892216.020637,13.108284,13.525092,0.416809,22,20,7135,7895,1251,1500,40,40,324.318,394.75,136945.177,151532.19,6183,7063,1211,1460,0,0,281.045,353.15,0.019848006112234935,0.021328060250533253,128.0,54.0,0.727,1.0,0.0,0.0,0.0,0.0,0.409,0.45,0.273,0.3,0.0,0.0,64137.545,42151.7,0.0,0.0,0.252,0.014,0.0,0.0,0.032787,0.009774
148.251.232.222,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,148.251.232.222,192.168.2.183,IPV4-TCP,2024-10-25 23:36:55.631383,2024-10-25 23:36:55.775685,1729892215.631383,1729892215.775685,13.135838,13.28014,0.144303,4,3,380,178,119,98,40,40,95.0,59.333,21066.764,9868.116,220,58,79,58,0,0,55.0,19.333,8.900960286458333e-05,0.0721510648727417,58.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.333,0.0,0.0,0.0,0.0,83.0,512.333,0.0,0.0,0.023,0.121,0.0,0.0,0.015228,0.060699
185.89.208.19,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,185.89.208.19,192.168.2.183,IPV4-TCP,2024-10-25 23:36:55.651027,2024-10-25 23:36:55.970258,1729892215.651027,1729892215.970258,13.155482,13.474713,0.319232,78,31,88226,9676,1500,1500,40,40,1131.103,312.129,2210956.064,242481.931,85070,8400,1460,1460,0,0,1090.641,270.968,0.004027961136458756,0.010641034444173176,56.0,128.0,1.0,0.903,0.0,0.0,0.0,0.0,0.436,0.29,0.038,0.097,0.0,0.0,1708.244,6680.0,0.0,0.0,0.012,0.239,0.0,0.0,0.006235,0.03377
151.101.37.44,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,151.101.37.44,192.168.2.183,IPV4-TCP,2024-10-25 23:36:55.654948,2024-10-25 23:36:55.691367,1729892215.654948,1729892215.691367,13.159403,13.195822,0.03642,5,4,3980,442,1496,310,40,40,796.0,110.5,874246.966,97089.738,3768,270,1456,270,0,0,753.6,67.5,0.007392287254333496,0.012139638264973959,60.0,128.0,1.0,0.75,0.0,0.0,0.0,0.0,0.4,0.25,0.2,0.25,0.0,0.0,13337.4,16444.75,0.0,0.0,0.009,0.02,0.008,0.0,0.008345,0.006912
192.168.2.183,34.149.211.227,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,34.149.211.227,IPV4-TCP,2024-10-25 23:36:55.657763,2024-10-25 23:36:56.080082,1729892215.657763,1729892216.080082,13.162218,13.584537,0.42232,47,49,17268,21520,1452,1452,40,40,367.404,439.184,327107.457,407653.027,15340,19500,1412,1412,0,0,326.383,397.959,0.009180846421614937,0.007291913032531738,128.0,79.592,0.915,1.0,0.0,0.0,0.0,0.0,0.511,0.265,0.085,0.082,0.0,0.0,5934.532,6246.02,0.0,0.0,0.257,0.016,0.0,0.006,0.032983,0.008969
192.168.2.183,204.79.197.254,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,204.79.197.254,IPV4-TCP,2024-10-25 23:36:55.750546,2024-10-25 23:36:55.750546,1729892215.750546,1729892215.750546,13.255001,13.255001,1e-06,0,1,0,40,,40,,40,,40.0,0.0,320000000.0,0,0,,0,,0,,0.0,,,,121.0,,1.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,,,,,
192.168.2.183,23.106.61.147,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,23.106.61.147,IPV4-TCP,2024-10-25 23:36:55.815402,2024-10-25 23:36:55.815402,1729892215.815402,1729892215.815402,13.319857,13.319857,1e-06,1,0,40,0,40,,40,,40.0,,320000000.0,0.0,0,0,0,,0,,0.0,,,,128.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,513.0,,0.0,,,,,,,
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:36:55.815792,2024-10-25 23:36:56.298554,1729892215.815792,1729892216.298554,13.320247,13.803009,0.482763,460,193,477048,42534,1294,1292,74,74,1037.061,220.383,7905297.439,704842.953,475208,41762,1290,1288,70,70,1033.061,216.383,0.0010054859460568895,0.002514384686946869,,,,,,,,,,,,,,,,,,,,,,,,
192.168.2.183,192.168.2.254,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,192.168.2.254,IPV4-UDP,2024-10-25 23:36:55.939037,2024-10-25 23:36:55.945886,1729892215.939037,1729892215.945886,13.443492,13.450341,0.00685,2,2,154,198,77,105,77,93,77.0,99.0,179858.948,231247.219,50,94,25,53,25,41,25.0,47.0,0.00014400482177734375,0.000985860824584961,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
192.168.2.183,2.16.106.140,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,2.16.106.140,IPV4-UDP,2024-10-25 23:36:56.039343,2024-10-25 23:36:56.099360,1729892216.039343,1729892216.09936,13.543798,13.603815,0.060018,3,5,272,955,148,535,60,50,90.667,191.0,36255.868,127295.419,116,695,96,483,8,-2,38.667,139.0,0.014236927032470703,0.012992501258850098,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
129.125.2.64,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,129.125.2.64,192.168.2.183,IPV4-TCP,2024-10-25 23:36:56.045481,2024-10-25 23:36:56.409183,1729892216.045481,1729892216.409183,13.549936,13.913638,0.363703,13,12,7004,5174,1500,1500,40,40,538.769,431.167,154059.744,113807.126,6476,4682,1460,1460,0,0,498.154,390.167,0.029298583666483562,0.03199846094304865,248.0,128.0,1.0,0.917,0.0,0.0,0.077,0.083,0.308,0.25,0.077,0.083,0.0,0.0,6890.769,64183.667,0.0,0.0,0.019,0.216,0.001,0.0,0.01073,0.03195
192.168.2.183,51.124.65.62,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,51.124.65.62,IPV4-TCP,2024-10-25 23:36:56.063889,2024-10-25 23:36:56.545270,1729892216.063889,1729892216.54527,13.568344,14.049725,0.481382,182,1385,14142,1477662,1500,1500,40,40,77.703,1066.904,235023.358,24556999.402,6862,1422262,1460,1460,0,0,37.703,1026.904,0.002659563201567086,0.00034059110404439057,128.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.082,0.47,0.0,0.0,0.0,0.0,2073.269,501.0,0.0,0.0,0.162,0.027,0.0,0.0,0.001991,0.0013
13.227.219.57,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,13.227.219.57,192.168.2.183,IPV4-TCP,2024-10-25 23:36:56.079711,2024-10-25 23:36:56.085232,1729892216.079711,1729892216.085232,13.584166,13.589687,0.005522,1,1,52,41,52,41,52,41,52.0,41.0,75334.218,59398.134,0,1,0,1,0,1,0.0,1.0,,,248.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,515.0,0.0,0.0,0.006,,0.006,,0.005521,
192.168.2.183,37.252.172.123,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,37.252.172.123,IPV4-TCP,2024-10-25 23:36:56.117245,2024-10-25 23:36:56.176704,1729892216.117245,1729892216.176704,13.6217,13.681159,0.05946,1,1,78,40,78,40,78,40,78.0,40.0,10494.455,5381.772,38,0,38,0,38,0,38.0,0.0,,,128.0,54.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63110.0,42071.0,0.0,0.0,,0.059,,0.059,,0.059459
34:5d:9e:4a:f7:c7,ff:ff:ff:ff:ff:ff,34:5d:9e:4a:f7:c7,ff:ff:ff:ff:ff:ff,,,ARP,2024-10-25 23:36:56.216217,2024-10-25 23:36:56.216217,1729892216.216217,1729892216.216217,13.720672,13.720672,1e-06,1,0,52,0,52,,52,,52.0,,416000000.0,0.0,48,0,48,,48,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,ARP,2024-10-25 23:36:56.312768,2024-10-25 23:36:56.312801,1729892216.312768,1729892216.312801,13.817223,13.817256,3.4e-05,1,1,52,42,52,42,52,42,52.0,42.0,12270747.948,9910988.727,48,38,48,38,48,38,48.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:36:56.317376,2024-10-25 23:36:56.805632,1729892216.317376,1729892216.805632,13.821831,14.310087,0.488257,62,74,15649,14318,1502,1502,74,74,252.403,193.486,256405.837,234597.659,15401,14022,1498,1498,70,70,248.403,189.486,0.00796968819665127,0.006688441315742388,,,,,,,,,,,,,,,,,,,,,,,,
148.251.232.222,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,148.251.232.222,192.168.2.183,IPV4-TCP,2024-10-25 23:36:56.319704,2024-10-25 23:36:56.812857,1729892216.319704,1729892216.812857,13.824159,14.317312,0.493154,92,90,85126,68907,1500,1500,40,40,925.283,765.633,1380924.007,1117817.477,81386,65247,1460,1460,0,0,884.63,724.967,0.005172954810844673,0.005538201064206241,58.0,128.0,1.0,0.944,0.0,0.0,0.011,0.011,0.467,0.3,0.054,0.056,0.0,0.011,2388.228,4047.222,0.0,0.0,0.027,0.385,0.0,0.0,0.01246,0.044964
192.168.2.183,213.227.153.232,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,213.227.153.232,IPV4-TCP,2024-10-25 23:36:56.360197,2024-10-25 23:36:56.735891,1729892216.360197,1729892216.735891,13.864652,14.240346,0.375695,13,13,5156,8463,1500,1500,40,40,396.615,651.0,109791.176,180209.993,4612,7919,1460,1460,0,0,354.769,609.154,0.031307836373647056,0.030355751514434814,128.0,51.0,0.846,1.0,0.0,0.0,0.0,0.0,0.308,0.462,0.154,0.154,0.0,0.0,10316.923,6583.923,0.0,0.0,0.352,0.012,0.0,0.008,0.064737,0.009535
